tag_id,tag_name
71,00-in-class
134,1
177,1-star
236,1001
240,1001-books
251,1001-books-to-read-before-you-die
254,1001-books-you-must-read-before-you
350,16th-century
362,17th-century
392,18th-century
414,1920s
420,1930s
442,1950s
450,1960s
509,19th-century
609,2003
611,2004
615,2005
617,2006
686,2012-books
694,2012-read
698,2012-reads
711,2013-books
722,2013-reads
736,2014-books
747,2014-read
751,2014-reads
752,2014-release
753,2014-releases
766,2015-books
767,2015-books-read
770,2015-challenge
780,2015-read
781,2015-reading-challenge
783,2015-reads
784,2015-release
785,2015-releases
805,2016-books
809,2016-challenge
813,2016-favorites
823,2016-read
829,2016-reading-challenge
831,2016-reads
832,2016-release
833,2016-releases
855,2017-books
888,2017-read
893,2017-reading-challenge
895,2017-reads
896,2017-release
897,2017-releases
901,2017-tbr
923,20th-century
941,21st-century
1010,3-stars
1039,39-clues
1078,4-stars
1120,5-star
1128,5-stars
1143,50-shades
1144,50-shades-of-grey
1248,9-11
1265,9th-grade
1303,a-child-called-it
1371,a-series-of-unfortunate-events
1377,a-song-of-ice-and-fire
1416,abandoned
1434,abbi-glines
1439,abc
1441,abc-books
1444,abduction
1499,abuse
1518,acceptance
1535,across-the-universe
1540,action
1542,action-adventure
1599,addiction
1619,adolescence
1629,adoption
1642,adult
1654,adult-fantasy
1659,adult-fiction
1679,adult-romance
1684,adultery
1691,adventure
1743,afghanistan
1746,africa
1750,african
1753,african-american
1761,african-american-lit
1762,african-american-literature
1773,african-lit
1774,african-literature
1790,afterlife
1798,agatha
1800,agatha-christie
1808,agatha-raisin
1847,aging
1854,agriculture
1934,alan-moore
1938,alaska
1943,albert-camus
1960,alcoholism
1963,aldous-huxley
1982,alex-cross
1988,alex-cross-series
1993,alex-flinn
2001,alex-rider
2012,alexander-mccall-smith
2023,alexandre-dumas
2030,algeria
2038,alice-clayton
2042,alice-in-wonderland
2046,alice-sebold
2048,alien
2056,aliens
2088,all-souls-trilogy
2104,all-time-favorites
2106,all-time-favourites
2113,allegory
2126,ally-carter
2127,ally-condie
2136,alpha-male
2138,alpha-males
2142,alphabet
2158,already-read
2166,alt-history
2173,alternate-history
2186,alternative-history
2200,alyson-noel
2206,alzheimers
2210,amanda-hocking
2271,america
2277,american
2284,american-civil-war
2287,american-classics
2297,american-girl
2305,american-history
2312,american-lit
2313,american-literature
2323,american-revolution
2335,americana
2345,amish
2359,amnesia
2373,amulet
2389,amy-tan
2411,anarchism
2424,ancient
2427,ancient-egypt
2429,ancient-greece
2435,ancient-history
2445,ancient-rome
2469,andrea-cremer
2499,angel
2516,angels
2517,angels-and-demons
2519,angels-demons
2531,anglo-saxon
2538,angst
2557,animal-human-bond
2568,animal-rights
2580,animals
2593,anime
2602,anita-blake
2603,anita-blake-series
2608,anita-shreve
2643,anne-bishop
2648,anne-frank
2651,anne-mccaffrey
2657,anne-of-green-gables
2660,anne-rice
2681,anorexia
2686,antarctica
2687,anthologies
2690,anthology
2697,anthony-horowitz
2705,anthropology
2732,antiquity
2766,apocalypse
2768,apocalyptic
2779,apologetics
2791,appalachian-trail
2798,apple
2828,arabic
2852,arc
2867,architecture
2885,argeneau
2891,argentina
2938,art
3027,art-history
3104,art-theft
3127,artemis-fowl
3133,arthur-c-clarke
3135,arthur-conan-doyle
3140,arthurian
3142,arthurian-legend
3216,asia
3218,asian
3219,asian-american
3232,asian-literature
3236,asimov
3245,asoiaf
3248,asperger-s
3251,aspergers
3259,assassin
3265,assassins
3271,assigned-reading
3273,assisted-suicide
3288,astronomy
3308,atheism
3336,attack-on-titan
3358,audible
3371,audio
3377,audio-book
3379,audio-books
3389,audiobook
3392,audiobooks
3400,audrey-niffenegger
3438,aussie
3445,austen
3461,australia
3465,australian
3586,autism
3596,auto-biography
3608,autobiographies
3611,autobiography
3616,autobiography-memoir
3659,aviation
3676,award-winner
3677,award-winners
3704,ayn-rand
3739,baby
3783,bad-boy
3786,bad-boys
3829,baldacci
3885,banned-books
3906,barbara-kingsolver
3911,barcelona
3956,baseball
3975,basketball
3987,batman
4044,bd
4052,bdb
4055,bdsm
4088,beat
4090,beat-generation
4104,beats
4107,beautiful
4112,beautiful-covers
4113,beautiful-creatures
4126,beauty-and-the-beast
4136,becca-fitzpatrick
4200,behavioral-economics
4235,bella-andre
4297,bernard-cornwell
4317,best-books-ever
4412,beverly-lewis
4427,bible
4441,bibles
4503,biker
4508,bikers
4514,bildungsroman
4522,bill-bryson
4542,billionaire
4561,bio
4568,bio-memoir
4576,bioethics
4587,biographical
4594,biographies
4600,biographies-memoirs
4605,biography
4611,biography-autobiography
4615,biography-memoir
4631,biology
4634,bios
4690,black-butler
4696,black-dagger-brotherhood
4697,black-dagger-brotherhood-series
4755,bleach
4765,blindness
4780,blood-of-eden
4786,bloodlines
4799,blue-bloods
4829,board-books
4834,boarding-school
4844,bob-ong
4895,bond
4901,bone
4908,bones
4942,book-boyfriend
4944,book-boyfriends
4949,book-club
4959,book-club-books
4968,book-club-reads
4985,book-group
5036,book-to-movie
5051,bookclub
5058,booker
5066,booker-prize
5090,books
5105,books-about-books
5153,books-for-school
5161,books-from-my-childhood
5180,books-i-have
5207,books-i-own
5328,books-on-writing
5357,books-read-in-2012
5359,books-read-in-2014
5360,books-read-in-2015
5361,books-read-in-2016
5385,books-that-made-me-cry
5404,books-to-movies
5444,bookshelf
5481,borrowed
5506,botm
5509,botswana
5510,bought
5567,boxcar-children
5595,brad-thor
5606,brain
5630,bram-stoker
5635,brandon-mull
5636,brandon-sanderson
5655,brazil
5656,brazilian
5669,breaking-dawn
5688,brent-weeks
5746,brit-lit
5751,british
5775,british-lit
5776,british-literature
5807,bronte
5838,brown
5842,brown-dan
5870,buddhism
5891,buffy
5905,bukowski
5918,bullying
5951,business
5963,business-books
6070,c-s-lewis
6098,caldecott
6109,caldecott-medal
6131,california
6140,cambodia
6162,camus
6178,canada
6184,canadian
6189,canadian-lit
6190,canadian-literature
6200,cancer
6235,capitalism
6249,captivity
6262,career
6274,caribbean
6288,carlos-ruiz-zafon
6316,carpathians
6333,carrie-vaughn
6362,cassandra-clare
6383,caster-chronicles
6386,castle
6416,cathedrals
6419,catherine-coulter
6432,catholic
6443,cats
6471,cecelia-ahern
6514,censorship
6583,channel-islands
6596,chapter-book
6597,chapter-books
6614,charlaine-harris
6622,charles-dickens
6636,charley-davidson
6650,charlotte-bronte
6663,cheating
6692,chemistry
6696,cherise-sinclair
6701,cherub
6715,chetan-bhagat
6729,chic-lit
6732,chicago
6740,chicagoland-vampires
6750,chick-lit
6766,chicklit
6786,child-abuse
6804,child-lee
6808,child-narrator
6828,childhood
6829,childhood-books
6836,childhood-faves
6838,childhood-favorites
6840,childhood-favourites
6843,childhood-memories
6847,childhood-reads
6857,children
6866,children-books
6888,children-s
6891,children-s-book
6895,children-s-books
6905,children-s-classics
6909,children-s-fiction
6914,children-s-lit
6920,children-s-literature
6931,children-s-picture-books
6948,children-ya
6949,children-young-adult
6953,childrens
6960,childrens-books
6969,childrens-classics
6973,childrens-fiction
6976,childrens-lit
6977,childrens-literature
6999,chile
7009,china
7016,chinese
7037,chloe-neill
7077,christian
7094,christian-books
7116,christian-fiction
7141,christian-life
7145,christian-living
7154,christian-non-fiction
7203,christianity
7213,christie
7216,christina-lauren
7219,christine-feehan
7224,christmas
7228,christmas-books
7255,christopher-moore
7256,christopher-paolini
7265,chronicles-of-narnia
7266,chronicles-of-nick
7276,chuck-palahniuk
7279,church
7313,cinderella
7327,circus
7329,cirque-du-freak
7341,civil-rights
7343,civil-war
7371,clancy
7404,classic
7417,classic-fiction
7422,classic-lit
7423,classic-literature
7438,classical
7446,classical-literature
7451,classici
7457,classics
7472,classics-read
7478,classics-to-read
7487,claudia-gray
7494,clean-romance
7511,cliffhanger
7524,climate-change
7540,clive-barker
7541,clive-cussler
7563,clàssics
7565,clásicos
7602,codex-alera
7606,coelho
7664,colleen-hoover
7668,college
7677,college-romance
7686,colombia
7693,colonialism
7704,colors
7725,comedy
7739,comic
7743,comic-book
7746,comic-books
7778,comics
7784,comics-and-graphic-novels
7806,comics-graphic-novels
7852,coming-of-age
7858,comix
7879,communication
7884,communism
7924,completed-series
7944,computer-science
7981,congo
7992,connelly
8020,conspiracy
8055,contemporary
8066,contemporary-fantasy
8067,contemporary-fiction
8076,contemporary-romance
8084,contemporary-ya
8087,contempor​ary
8116,cook-books
8130,cookbook
8150,cookbooks
8209,cooking
8292,cormac-mccarthy
8295,cornelia-funke
8299,cornwell
8324,cosmere
8327,cosmology
8344,could-not-finish
8346,couldn-t-finish
8369,counting
8397,courtroom-drama
8406,covenant
8408,cover-love
8420,cowboy
8421,cowboys
8428,cozy-mysteries
8429,cozy-mystery
8452,crank
8491,creativity
8507,creepy
8513,crichton
8517,crime
8527,crime-fiction
8533,crime-mystery
8545,crime-thriller
8594,crossfire
8595,crossfire-series
8617,cryptography
8624,cs-lewis
8630,cuba
8656,cultural
8683,culture
8717,currently-reading
8728,cussler
8740,cute
8751,cyber-punk
8755,cyberpunk
8759,cycling
8768,czech
8774,czech-literature
8778,còmic
8779,còmics
8780,cómic
8782,cómics
8865,dan-brown
8883,daniel-silva
8896,danielle-steel
8916,daphne-du-maurier
8922,dark
8937,dark-erotica
8938,dark-fantasy
8945,dark-hunter
8946,dark-hunter-series
8948,dark-hunters
8952,dark-romance
8957,dark-tower
8967,darkest-powers
8975,darren-shan
8984,darynda-jones
8997,daughter-of-smoke-and-bone
9012,dave-pelzer
9022,david-baldacci
9037,david-eddings
9057,david-sedaris
9080,dc
9084,dc-comics
9124,dean-koontz
9147,death
9148,death-and-dying
9156,death-note
9172,debbie-macomber
9180,deborah-harkness
9199,decision-making
9206,dee-henderson
9221,default
9252,delirium
9258,demigods
9273,demonica
9277,demons
9286,denmark
9288,dennis-lehane
9297,depression
9298,depression-era
9318,design
9336,detective
9367,deutsch
9375,development
9385,devotional
9400,dexter
9420,diana-gabaldon
9422,diana-wynne-jones
9429,diaries
9432,diary
9435,diary-ng-panget
9444,diary-of-a-wimpy-kid
9468,dickens
9477,did-not-finish
9484,didn-t-finish
9519,dinosaurs
9527,dirk-pitt
9537,disabilities
9538,disability
9545,disappointing
9565,discworld
9580,disney
9597,distopia
9598,distopian
9603,divergent
9604,divergent-series
9610,diverse-reads
9611,diversity
9638,dnf
9684,dogs
9708,dominican-republic
9738,done
9769,dork-diaries
9796,dostoyevsky
9801,douglas-adams
9841,dr-seuss
9845,dracula
9848,dragon
9866,dragonlance
9882,dragons
9886,drama
9922,dreams
9927,dresden
9928,dresden-files
9943,drizzt
9949,dropped
9959,drugs
10007,dune
10031,dutch
10034,dutch-literature
10053,dysfunctional-families
10054,dysfunctional-family
10059,dystopia
10063,dystopia-utopia
10064,dystopian
10067,dystopian-fiction
10071,dystopian-novels
10074,dystopian-post-apocalyptic
10081,dystopias
10084,dystopìa
10093,e-book
10094,e-books
10108,e-l-james
10193,eating-disorders
10197,ebook
10210,ebooks
10233,ecology
10245,economics
10256,economy
10304,education
10342,egypt
10349,egyptian-mythology
10366,el-james
10397,elementary
10404,elementary-school
10411,elephants
10425,elin-hilderbrand
10442,elizabeth-george
10444,elizabeth-gilbert
10453,elizabeth-peters
10468,ellen-hopkins
10483,eloisa-james
10491,elves
10516,emily-bronte
10518,emily-giffin
10526,emma-chase
10539,emotional
10592,end-of-the-world
10600,ender
10615,enemies-to-lovers
10641,england
10644,english
10657,english-lit
10658,english-literature
10671,enid-blyton
10700,entrepreneurship
10708,environment
10711,environmental
10725,eoin-colfer
10729,epic
10731,epic-fantasy
10740,epic-poetry
10743,epics
10753,epistolary
10774,eragon
10782,eric-carle
10802,erin-hunter
10813,ernest-hemingway
10817,erotic
10824,erotic-romance
10825,erotica
10835,erótica
10862,español
10866,espionage
10886,essay
10891,essays
10916,ethics
10917,ethiopia
10932,europe
10951,evanovich
10954,evanovich-janet
10982,evernight
10997,evolution
11032,existential
11035,existentialism
11055,experimental
11061,exploration
11097,f-scott-fitzgerald
11106,fable
11107,fablehaven
11109,fables
11124,fae
11128,faerie
11130,faeries
11136,fairies
11141,fairy
11146,fairy-tail
11148,fairy-tale
11150,fairy-tale-retelling
11151,fairy-tale-retellings
11152,fairy-tales
11159,fairytale
11160,fairytale-retelling
11161,fairytale-retellings
11162,fairytales
11166,faith
11200,fallen
11202,fallen-angels
11207,fallen-series
11221,family
11247,family-saga
11287,fantascienza
11290,fantasia
11305,fantasy
11314,fantasy-and-sci-fi
11340,fantasy-fiction
11366,fantasy-paranormal
11369,fantasy-romance
11370,fantasy-sci-fi
11372,fantasy-science-fiction
11376,fantasy-scifi
11388,fantasy-urban
11396,fantasía
11425,fashion
11462,faulkner
11491,faves
11497,favorite
11505,favorite-books
11513,favorite-children-s-books
11550,favorite-series
11557,favorites
11570,favoritos
11574,favourite
11579,favourite-books
11590,favourites
11594,favourİtes
11595,favs
11643,female-author
11644,female-authors
11665,feminism
11673,feminist
11706,fever
11708,fever-series
11709,fey
11743,fiction
11765,fiction-classics
11773,fiction-fantasy
11780,fiction-historical
11865,fifty-shades
11866,fifty-shades-of-grey
11867,fifty-shades-series
11871,fighter
11875,fighters
11898,filipino
11937,finance
11948,finances
11949,financial
11978,finished
11988,finished-series
12024,first-day-of-school
12035,first-in-series
12048,first-reads
12068,fitness
12107,flavia-de-luce
12123,florida
12135,fluff
12161,folklore
12175,food
12252,food-writing
12255,foodie
12281,football
12315,for-school
12334,forbidden-love
12383,forgotten-realms
12423,foundation
12451,francais
12452,france
12465,francine-rivers
12479,frank-herbert
12503,français
12553,french
12567,french-lit
12568,french-literature
12575,french-revolution
12598,friends-to-lovers
12600,friendship
12640,fruits-basket
12663,fun
12680,funny
12681,funny-as-hell
12700,future
12709,futuristic
12758,gabaldon
12767,gabriel-garcia-marquez
12781,gail-carriger
12785,gaiman
12791,gallagher-girls
12811,game-of-thrones
12819,gaming
12822,gangs
12832,gardening
12840,garth-nix
12868,gave-up
12869,gave-up-on
12874,gay
12886,gayle-forman
12905,geisha
12922,gena-showalter
12923,gender
12948,general-fiction
12979,genetics
13054,geology
13068,george-orwell
13070,george-r-r-martin
13072,george-rr-martin
13078,georgette-heyer
13098,german
13108,german-lit
13109,german-literature
13110,german-occupation
13116,germany
13137,ghana
13141,ghost
13145,ghost-stories
13150,ghosts
13199,gillian-flynn
13207,gilmore-girls
13254,giveaways
13270,glbt
13272,glbtq
13287,globalization
13320,gods
13351,gone
13353,gone-girl
13355,gone-series
13361,gonzo
13419,goosebumps
13438,gossip-girl
13446,gothic
13449,gothic-fiction
13450,gothic-horror
13477,graceling-realm
13514,grammar
13528,graphic
13547,graphic-novel
13561,graphic-novels
13564,graphic-novels-and-comics
13568,graphic-novels-comics
13597,graphicnovels
13619,great-depression
13643,greece
13646,greek
13654,greek-literature
13656,greek-mythology
13681,greg-iles
13693,gregory-maguire
13703,grief
13711,grimdark
13720,grisham
13723,grisham-john
13771,guernsey
13787,guild-hunter
13792,guilty-pleasure
13794,guilty-pleasures
13825,h-g-wells
13856,haiti
13873,halloween
13881,halo
13922,happiness
13974,harlan-coben
13992,harper-lee
14010,harry-bosch
14017,harry-potter
14024,harry-potter-series
14034,haruki-murakami
14046,hatchet
14064,have
14106,hawaii
14134,health
14187,heartbreaking
14196,heaven
14209,heinlein
14218,heist
14251,hemingway
14281,hercule-poirot
14308,heroes-of-olympus
14323,hex-hall
14361,high-fantasy
14370,high-school
14379,high-school-reads
14394,highlander
14397,highlanders
14405,hiking
14408,hilarious
14423,hinduism
14435,his-dark-materials
14461,historic-fiction
14467,historical
14484,historical-fantasy
14487,historical-fiction
14519,historical-mystery
14520,historical-non-fiction
14527,historical-romance
14539,historicalfiction
14552,history
14681,hockey
14693,holes
14694,holiday
14704,holidays
14730,holocaust
14752,home
14764,home-library
14776,homer
14821,horror
14856,horror-thriller
14877,horses
14882,horus-heresy
14894,hot
14917,house-of-night
14921,house-of-night-series
14927,how-to
14951,hp
14983,hugo
14988,hugo-award
15048,humor
15060,humorous
15067,humour
15081,hunger-games
15083,hunger-games-series
15107,hush-hush
15109,hush-hush-series
15125,húmor
15138,i-cried
15169,i-own
15174,i-own-it
15211,ian-mcewan
15221,iceland
15252,if-i-stay
15281,illness
15285,illustrated
15291,ilona-andrews
15295,image
15296,image-comics
15304,imagination
15316,immigration
15320,immortals
15321,immortals-after-dark
15358,in-death
15359,in-death-series
15436,incest
15453,india
15461,indian
15463,indian-authors
15473,indian-literature
15505,indonesia
15513,indonesian
15550,infernal-devices
15585,inheritance
15586,inheritance-cycle
15604,innovation
15624,inspiration
15626,inspirational
15642,inspiring
15676,interactive
15698,international
15758,investing
15763,investment
15782,iran
15798,ireland
15803,iris-johansen
15808,irish
15816,irish-lit
15817,irish-literature
15824,iron-fey
15840,isaac-asimov
15858,islam
15904,italian
15915,italian-literature
15924,italy
15954,j-d-robb
15957,j-d-salinger
15965,j-k-rowling
15967,j-kenner
15979,j-r-r-tolkien
15980,j-r-ward
15989,jaci-burton
16001,jack-london
16005,jack-reacher
16040,jacquelyn-frank
16062,james-bond
16070,james-dashner
16095,james-patterson
16125,james-potter
16130,james-rollins
16141,jamie-mcguire
16151,jan-karon
16157,jane-austen
16184,janet-evanovich
16203,japan
16205,japanese
16216,japanese-internment
16217,japanese-lit
16218,japanese-literature
16240,jasper-fforde
16245,jay-asher
16246,jay-crownover
16258,jd-robb
16274,jeaniene-frost
16275,jeaniene‎-frost
16289,jeff-kinney
16302,jeffery-deaver
16306,jeffrey-archer
16325,jennifer-ashley
16328,jennifer-crusie
16333,jennifer-estep
16334,jennifer-l-armentrout
16337,jennifer-probst
16338,jennifer-weiner
16343,jenny-han
16370,jessica-sorensen
16383,jewish
16414,jill-shalvis
16418,jim-butcher
16427,jk-rowling
16431,jo-nesbo
16440,joanne-fluke
16449,jodi-picoult
16458,joe-hill
16479,johanna-lindsey
16507,john-flanagan
16511,john-green
16518,john-grisham
16524,john-irving
16550,john-sandford
16563,john-steinbeck
16581,jojo-moyes
16597,jonathan-kellerman
16651,journalism
16672,jr-ward
16674,jrr-tolkien
16680,judaism
16682,jude-deveraux
